# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
"# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>."
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 343         4.313       51.893      3.50        Rotterdam Geulhaven
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
# STN,YYYYMMDD,H,   DD,   FH
  343,20180208,   18,  190,   40
  343,20180208,   19,  180,   40
  343,20180208,   20,  190,   50
  343,20180208,   21,  190,   50
  343,20180208,   22,  190,   50
  343,20180208,   23,  180,   60
  343,20180208,   24,  190,   60
  343,20180209,    1,  180,   50
  343,20180209,    2,  180,   50
  343,20180209,    3,  180,   50
  343,20180209,    4,  190,   60
  343,20180209,    5,  180,   60
  343,20180209,    6,  180,   70
  343,20180209,    7,  170,   60
  343,20180209,    8,  170,   60
  343,20180209,    9,  180,   50
  343,20180209,   10,  190,   70
  343,20180209,   11,  190,   80
  343,20180209,   12,  180,   80
  343,20180209,   13,  180,   70
  343,20180209,   14,  180,   60
  343,20180209,   15,  180,   60
  343,20180209,   16,  170,   50
  343,20180209,   17,  170,   50
  343,20180209,   18,  170,   40
  343,20180209,   19,  160,   40
  343,20180209,   20,  180,   40
  343,20180209,   21,  180,   40
  343,20180209,   22,  190,   30
  343,20180209,   23,  230,   20
  343,20180209,   24,  330,   20
  343,20180210,    1,  360,   10
  343,20180210,    2,   10,   20
  343,20180210,    3,   20,   10
  343,20180210,    4,   30,   10
  343,20180210,    5,    0,   10
  343,20180210,    6,   90,   10
  343,20180210,    7,    0,   10
  343,20180210,    8,  300,   30
  343,20180210,    9,  290,   40
  343,20180210,   10,  270,   50
  343,20180210,   11,  260,   60
  343,20180210,   12,  240,   60
  343,20180210,   13,  230,   70
  343,20180210,   14,  220,   70
  343,20180210,   15,  210,   70
  343,20180210,   16,  190,   70
  343,20180210,   17,  190,   70
  343,20180210,   18,  190,   70
  343,20180210,   19,  190,   90
  343,20180210,   20,  190,   90
  343,20180210,   21,  190,   90
  343,20180210,   22,  190,   90
  343,20180210,   23,  180,   90
  343,20180210,   24,  190,  100
  343,20180211,    1,  190,  100
  343,20180211,    2,  190,  100
  343,20180211,    3,  190,  110
  343,20180211,    4,  190,  110
  343,20180211,    5,  210,  110
  343,20180211,    6,  230,   90
  343,20180211,    7,  250,   70
  343,20180211,    8,  270,   80
  343,20180211,    9,  270,   90
  343,20180211,   10,  270,  100
  343,20180211,   11,  280,  100
  343,20180211,   12,  270,  100
  343,20180211,   13,  270,   90
  343,20180211,   14,  270,   90
  343,20180211,   15,  270,   80
  343,20180211,   16,  270,   80
  343,20180211,   17,  290,   70
  343,20180211,   18,  270,   70
  343,20180211,   19,  270,   70
  343,20180211,   20,  290,   70
  343,20180211,   21,  280,   80
  343,20180211,   22,  280,   90
  343,20180211,   23,  280,   70
  343,20180211,   24,  280,   70
  343,20180212,    1,  270,   70
  343,20180212,    2,  280,   70
  343,20180212,    3,  290,   70
  343,20180212,    4,  280,   70
  343,20180212,    5,  280,   60
  343,20180212,    6,  280,   70
  343,20180212,    7,  280,   70
  343,20180212,    8,  270,   60
  343,20180212,    9,  280,   70
  343,20180212,   10,  270,   70
  343,20180212,   11,  280,   70
  343,20180212,   12,  280,   70
  343,20180212,   13,  270,   70
  343,20180212,   14,  270,   60
  343,20180212,   15,  270,   70
  343,20180212,   16,  250,   60
  343,20180212,   17,  240,   60
  343,20180212,   18,  220,   60
  343,20180212,   19,  220,   60
  343,20180212,   20,  220,   60
  343,20180212,   21,  200,   60
  343,20180212,   22,  190,   50
  343,20180212,   23,  190,   50
  343,20180212,   24,  220,   60
  343,20180213,    1,  200,   60
  343,20180213,    2,  180,   60
  343,20180213,    3,  180,   50
  343,20180213,    4,  170,   40
  343,20180213,    5,  170,   50
  343,20180213,    6,  170,   40
  343,20180213,    7,  170,   40
  343,20180213,    8,  160,   50
  343,20180213,    9,  150,   50
  343,20180213,   10,  170,   50
  343,20180213,   11,  160,   60
  343,20180213,   12,  170,   70
  343,20180213,   13,  180,   70
  343,20180213,   14,  190,   80
  343,20180213,   15,  160,   70
  343,20180213,   16,  150,   60
  343,20180213,   17,  150,   50
  343,20180213,   18,  150,   60
  343,20180213,   19,  150,   60
  343,20180213,   20,  140,   60
  343,20180213,   21,  150,   60
  343,20180213,   22,  150,   60
  343,20180213,   23,  150,   60
  343,20180213,   24,  140,   50
  343,20180214,    1,  140,   50
  343,20180214,    2,  140,   50
  343,20180214,    3,  140,   50
  343,20180214,    4,  140,   60
  343,20180214,    5,  140,   60
  343,20180214,    6,  140,   50
  343,20180214,    7,  150,   50
  343,20180214,    8,  150,   60
  343,20180214,    9,  150,   70
  343,20180214,   10,  150,   70
  343,20180214,   11,  150,   70
  343,20180214,   12,  170,   70
  343,20180214,   13,  160,   70
  343,20180214,   14,  160,   70
  343,20180214,   15,  150,   70
  343,20180214,   16,  150,   60
  343,20180214,   17,  150,   60
  343,20180214,   18,  150,   60
  343,20180214,   19,  150,   70
  343,20180214,   20,  160,   80
  343,20180214,   21,  150,   80
  343,20180214,   22,  160,   80
  343,20180214,   23,  160,   70
  343,20180214,   24,  160,   70
  343,20180215,    1,  160,   80
  343,20180215,    2,  150,   70
  343,20180215,    3,  160,   70
  343,20180215,    4,  170,   70
  343,20180215,    5,  170,   60
  343,20180215,    6,  170,   50
  343,20180215,    7,  180,   50
  343,20180215,    8,  190,   60
  343,20180215,    9,  190,   60
  343,20180215,   10,  190,   60
  343,20180215,   11,  220,   60
  343,20180215,   12,  240,   70
  343,20180215,   13,  260,   70
  343,20180215,   14,  280,   70
  343,20180215,   15,  270,   70
  343,20180215,   16,  260,   60
  343,20180215,   17,  260,   50
  343,20180215,   18,  260,   50
  343,20180215,   19,  260,   50
  343,20180215,   20,  260,   50
  343,20180215,   21,  270,   40
  343,20180215,   22,  240,   40
  343,20180215,   23,  260,   60
  343,20180215,   24,  250,   60
  343,20180216,    1,  270,   60
  343,20180216,    2,  270,   50
  343,20180216,    3,  270,   50
  343,20180216,    4,  270,   50
  343,20180216,    5,  270,   50
  343,20180216,    6,  270,   50
  343,20180216,    7,  270,   50
  343,20180216,    8,  270,   50
  343,20180216,    9,  270,   50
  343,20180216,   10,  260,   50
  343,20180216,   11,  250,   50
  343,20180216,   12,  280,   50
  343,20180216,   13,  280,   50
  343,20180216,   14,  260,   50
  343,20180216,   15,  250,   40
  343,20180216,   16,  260,   40
  343,20180216,   17,  260,   30
  343,20180216,   18,  990,   20
  343,20180216,   19,  320,   10
  343,20180216,   20,   80,   10
  343,20180216,   21,  170,   10
  343,20180216,   22,  180,   10
  343,20180216,   23,  160,   20
  343,20180216,   24,  160,   30
  343,20180217,    1,  120,   20
  343,20180217,    2,  120,   20
  343,20180217,    3,  110,   20
  343,20180217,    4,  100,   20
  343,20180217,    5,   90,   40
  343,20180217,    6,  100,   40
  343,20180217,    7,   70,   40
  343,20180217,    8,   60,   30
  343,20180217,    9,   70,   30
  343,20180217,   10,   70,   40
  343,20180217,   11,   70,   40
  343,20180217,   12,  120,   30
  343,20180217,   13,  130,   20
  343,20180217,   14,   70,   30
  343,20180217,   15,   80,   30
  343,20180217,   16,   70,   30
  343,20180217,   17,   80,   40
  343,20180217,   18,   90,   30
  343,20180217,   19,  120,   40
  343,20180217,   20,  110,   40
  343,20180217,   21,  150,   30
  343,20180217,   22,  150,   30
  343,20180217,   23,  150,   30
  343,20180217,   24,  160,   20
  343,20180218,    1,  160,   30
  343,20180218,    2,  150,   30
  343,20180218,    3,  160,   20
  343,20180218,    4,  150,   30
  343,20180218,    5,  160,   20
  343,20180218,    6,  140,   10
  343,20180218,    7,  130,   20
  343,20180218,    8,  140,   20
  343,20180218,    9,  150,   20
  343,20180218,   10,  150,   20
  343,20180218,   11,  150,   30
  343,20180218,   12,  160,   30
  343,20180218,   13,  180,   30
  343,20180218,   14,  180,   40
  343,20180218,   15,  190,   50
  343,20180218,   16,  190,   50
  343,20180218,   17,  180,   30
  343,20180218,   18,  170,   30
  343,20180218,   19,  150,   30
  343,20180218,   20,  150,   30
  343,20180218,   21,  160,   30
  343,20180218,   22,  170,   30
  343,20180218,   23,  180,   40
  343,20180218,   24,  180,   40
  343,20180219,    1,  190,   40
  343,20180219,    2,  180,   40
  343,20180219,    3,  190,   40
  343,20180219,    4,  180,   40
  343,20180219,    5,  190,   30
  343,20180219,    6,  180,   40
  343,20180219,    7,  190,   40
  343,20180219,    8,  180,   40
  343,20180219,    9,  180,   40
  343,20180219,   10,  170,   40
  343,20180219,   11,  190,   50
  343,20180219,   12,  180,   40
  343,20180219,   13,  180,   40
  343,20180219,   14,  150,   40
  343,20180219,   15,  150,   40
  343,20180219,   16,  140,   30
  343,20180219,   17,  150,   30
  343,20180219,   18,  140,   30
  343,20180219,   19,  140,   30
  343,20180219,   20,  120,   30
  343,20180219,   21,  120,   40
  343,20180219,   22,  140,   30
  343,20180219,   23,  140,   30
  343,20180219,   24,  120,   20
  343,20180220,    1,  120,   10
  343,20180220,    2,   10,   20
  343,20180220,    3,   60,   30
  343,20180220,    4,   80,   30
  343,20180220,    5,   80,   30
  343,20180220,    6,  360,   20
  343,20180220,    7,   40,   20
  343,20180220,    8,   70,   20
  343,20180220,    9,   90,   20
  343,20180220,   10,  100,   30
  343,20180220,   11,  100,   20
  343,20180220,   12,   60,   30
  343,20180220,   13,   80,   30
  343,20180220,   14,   60,   20
  343,20180220,   15,   30,   30
  343,20180220,   16,   40,   30
  343,20180220,   17,   50,   40
  343,20180220,   18,   50,   50
  343,20180220,   19,   50,   50
  343,20180220,   20,   50,   50
  343,20180220,   21,   50,   40
  343,20180220,   22,   20,   30
  343,20180220,   23,   50,   40
  343,20180220,   24,   50,   40
  343,20180221,    1,   30,   30
  343,20180221,    2,   30,   30
  343,20180221,    3,   30,   30
  343,20180221,    4,  360,   30
  343,20180221,    5,   20,   30
  343,20180221,    6,   30,   30
  343,20180221,    7,   50,   40
  343,20180221,    8,   60,   40
  343,20180221,    9,   20,   30
  343,20180221,   10,   30,   30
  343,20180221,   11,   50,   30
  343,20180221,   12,   40,   40
  343,20180221,   13,   30,   40
  343,20180221,   14,   30,   30
  343,20180221,   15,   30,   40
  343,20180221,   16,   20,   50
  343,20180221,   17,   30,   50
  343,20180221,   18,   30,   40
  343,20180221,   19,   30,   40
  343,20180221,   20,   20,   30
  343,20180221,   21,   40,   40
  343,20180221,   22,   40,   40
  343,20180221,   23,   40,   40
  343,20180221,   24,   50,   40
  343,20180222,    1,   50,   30
  343,20180222,    2,   50,   40
  343,20180222,    3,   50,   40
  343,20180222,    4,   50,   50
  343,20180222,    5,   50,   40
  343,20180222,    6,   60,   50
  343,20180222,    7,   60,   50
  343,20180222,    8,   50,   50
  343,20180222,    9,   70,   60
  343,20180222,   10,   80,   70
  343,20180222,   11,   80,   80
  343,20180222,   12,   80,   80
  343,20180222,   13,   80,   80
  343,20180222,   14,   60,   70
  343,20180222,   15,   50,   70
  343,20180222,   16,   40,   80
  343,20180222,   17,   50,   70
  343,20180222,   18,   50,   70
  343,20180222,   19,   50,   70
  343,20180222,   20,   60,   60
  343,20180222,   21,   50,   60
  343,20180222,   22,   60,   50
  343,20180222,   23,   60,   50
  343,20180222,   24,   50,   50
  343,20180223,    1,   50,   40
  343,20180223,    2,   50,   40
  343,20180223,    3,   50,   40
  343,20180223,    4,   40,   40
  343,20180223,    5,   40,   40
  343,20180223,    6,   50,   40
  343,20180223,    7,   40,   40
  343,20180223,    8,   40,   50
  343,20180223,    9,   50,   50
  343,20180223,   10,   80,   60
  343,20180223,   11,   80,   90
  343,20180223,   12,   80,   90
  343,20180223,   13,   80,   90
  343,20180223,   14,   70,   90
  343,20180223,   15,   70,   90
  343,20180223,   16,   70,   90
  343,20180223,   17,   80,   90
  343,20180223,   18,   70,   80
  343,20180223,   19,   80,   90
  343,20180223,   20,   70,   90
  343,20180223,   21,   70,   90
  343,20180223,   22,   80,   90
  343,20180223,   23,   80,   90
  343,20180223,   24,   90,   90
  343,20180224,    1,   90,   90
  343,20180224,    2,   90,   90
  343,20180224,    3,   90,   90
  343,20180224,    4,   90,   90
  343,20180224,    5,   90,   90
  343,20180224,    6,   90,   90
  343,20180224,    7,   90,  100
  343,20180224,    8,   90,   90
  343,20180224,    9,   90,   90
  343,20180224,   10,   90,  100
  343,20180224,   11,   90,  100
  343,20180224,   12,   80,  100
  343,20180224,   13,   80,  110
  343,20180224,   14,   80,  110
  343,20180224,   15,   70,  110
  343,20180224,   16,   70,  100
  343,20180224,   17,   70,  110
  343,20180224,   18,   70,  110
  343,20180224,   19,   80,  120
  343,20180224,   20,   70,  110
  343,20180224,   21,   80,  110
  343,20180224,   22,   80,  100
  343,20180224,   23,   90,   90
  343,20180224,   24,   90,   90
  343,20180225,    1,   80,   90
  343,20180225,    2,   80,   90
  343,20180225,    3,   80,   90
  343,20180225,    4,   80,   90
  343,20180225,    5,   90,   90
  343,20180225,    6,   90,  100
  343,20180225,    7,   90,   90
  343,20180225,    8,   90,   90
  343,20180225,    9,   80,   80
  343,20180225,   10,   80,   90
  343,20180225,   11,   80,   90
  343,20180225,   12,   80,   80
  343,20180225,   13,   80,   80
  343,20180225,   14,   80,   70
  343,20180225,   15,   70,   80
  343,20180225,   16,   60,   70
  343,20180225,   17,   50,   70
  343,20180225,   18,   50,   70
  343,20180225,   19,   50,   70
  343,20180225,   20,   50,   60
  343,20180225,   21,   60,   70
  343,20180225,   22,   50,   70
  343,20180225,   23,   60,   60
  343,20180225,   24,   50,   60
  343,20180226,    1,   60,   60
  343,20180226,    2,   60,   70
  343,20180226,    3,   40,   60
  343,20180226,    4,   40,   50
  343,20180226,    5,   40,   50
  343,20180226,    6,   40,   50
  343,20180226,    7,   40,   60
  343,20180226,    8,   50,   60
  343,20180226,    9,   50,   60
  343,20180226,   10,   60,   70
  343,20180226,   11,   70,   70
  343,20180226,   12,   60,   70
  343,20180226,   13,   60,   80
  343,20180226,   14,   70,   70
  343,20180226,   15,   60,   70
  343,20180226,   16,   40,   80
  343,20180226,   17,   40,   70
  343,20180226,   18,   40,   70
  343,20180226,   19,   40,   50
  343,20180226,   20,   40,   50
  343,20180226,   21,   40,   50
  343,20180226,   22,   20,   40
  343,20180226,   23,   20,   40
  343,20180226,   24,   30,   40
  343,20180227,    1,   40,   40
  343,20180227,    2,   40,   50
  343,20180227,    3,   60,   40
  343,20180227,    4,   40,   40
  343,20180227,    5,   60,   40
  343,20180227,    6,   40,   40
  343,20180227,    7,   50,   40
  343,20180227,    8,   50,   40
  343,20180227,    9,   60,   50
  343,20180227,   10,   70,   50
  343,20180227,   11,   50,   50
  343,20180227,   12,   50,   60
  343,20180227,   13,   60,   50
  343,20180227,   14,   50,   60
  343,20180227,   15,   40,   60
  343,20180227,   16,   50,   50
  343,20180227,   17,   40,   50
  343,20180227,   18,   50,   50
  343,20180227,   19,   50,   50
  343,20180227,   20,   60,   40
  343,20180227,   21,   60,   50
  343,20180227,   22,   90,   60
  343,20180227,   23,   90,   60
  343,20180227,   24,   90,   60
  343,20180228,    1,   90,   60
  343,20180228,    2,   90,   70
  343,20180228,    3,   70,   60
  343,20180228,    4,   80,   60
  343,20180228,    5,   90,   60
  343,20180228,    6,   80,   70
  343,20180228,    7,   70,   70
  343,20180228,    8,   80,   80
  343,20180228,    9,   90,   90
  343,20180228,   10,   90,  100
  343,20180228,   11,   80,  100
  343,20180228,   12,   70,   90
  343,20180228,   13,   70,   90
  343,20180228,   14,   70,   90
  343,20180228,   15,   70,  100
  343,20180228,   16,   80,  110
  343,20180228,   17,   70,  100
  343,20180228,   18,   80,  110
  343,20180228,   19,   70,  120
  343,20180228,   20,   80,  120
  343,20180228,   21,   90,  120
  343,20180228,   22,   90,  120
  343,20180228,   23,   90,  110
  343,20180228,   24,   90,  120
  343,20180301,    1,   80,  130
  343,20180301,    2,   80,  120
  343,20180301,    3,   80,  120
  343,20180301,    4,   80,  120
  343,20180301,    5,   90,  120
  343,20180301,    6,   90,  130
  343,20180301,    7,   90,  130
  343,20180301,    8,   90,  130
  343,20180301,    9,   90,  130
  343,20180301,   10,   90,  130
  343,20180301,   11,   90,  130
  343,20180301,   12,   90,  120
  343,20180301,   13,   80,  130
  343,20180301,   14,   90,  140
  343,20180301,   15,   80,  140
  343,20180301,   16,   80,  130
  343,20180301,   17,   80,  130
  343,20180301,   18,   90,  140
  343,20180301,   19,   90,  130
  343,20180301,   20,   90,  130
  343,20180301,   21,   90,  140
  343,20180301,   22,   90,  120
  343,20180301,   23,   90,  130
  343,20180301,   24,   80,  130
  343,20180302,    1,   80,  120
  343,20180302,    2,   70,  130
  343,20180302,    3,   80,  130
  343,20180302,    4,   80,  140
  343,20180302,    5,   70,  130
  343,20180302,    6,   70,  120
  343,20180302,    7,   70,  120
  343,20180302,    8,   80,  130
  343,20180302,    9,   80,  130
  343,20180302,   10,   80,  130
  343,20180302,   11,   90,  130
  343,20180302,   12,   80,  120
  343,20180302,   13,   90,  120
  343,20180302,   14,   80,  120
  343,20180302,   15,   90,  100
  343,20180302,   16,   90,  100
  343,20180302,   17,  100,   90
  343,20180302,   18,   90,  100
  343,20180302,   19,  100,   90
  343,20180302,   20,  110,   90
  343,20180302,   21,  100,   70
  343,20180302,   22,   90,   80
  343,20180302,   23,   90,   70
  343,20180302,   24,   90,   70
  343,20180303,    1,   90,   70
  343,20180303,    2,   90,   70
  343,20180303,    3,   90,   70
  343,20180303,    4,   90,   70
  343,20180303,    5,   90,   80
  343,20180303,    6,   90,   80
  343,20180303,    7,   90,   80
  343,20180303,    8,   90,   80
  343,20180303,    9,   90,   70
  343,20180303,   10,   90,   70
  343,20180303,   11,   90,   60
  343,20180303,   12,   80,   60
  343,20180303,   13,   80,   70
  343,20180303,   14,   90,   70
  343,20180303,   15,   90,   60
  343,20180303,   16,   90,   70
  343,20180303,   17,   90,   70
  343,20180303,   18,   90,   70
  343,20180303,   19,   90,   70
  343,20180303,   20,   90,   70
  343,20180303,   21,   90,   50
  343,20180303,   22,  100,   50
  343,20180303,   23,  100,   60
  343,20180303,   24,  110,   60
  343,20180304,    1,  110,   50
  343,20180304,    2,  110,   60
  343,20180304,    3,  110,   50
  343,20180304,    4,  120,   50
  343,20180304,    5,  110,   40
  343,20180304,    6,  120,   40
  343,20180304,    7,  140,   40
  343,20180304,    8,  140,   40
  343,20180304,    9,  150,   40
  343,20180304,   10,  110,   40
  343,20180304,   11,  120,   30
  343,20180304,   12,  110,   30
  343,20180304,   13,   80,   50
  343,20180304,   14,   80,   50
  343,20180304,   15,   90,   50
  343,20180304,   16,  110,   40
  343,20180304,   17,  110,   60
  343,20180304,   18,  120,   60
  343,20180304,   19,  120,   50
  343,20180304,   20,  130,   60
  343,20180304,   21,  190,   60
  343,20180304,   22,  220,   80
  343,20180304,   23,  220,   80
  343,20180304,   24,  210,   70
  343,20180305,    1,  200,   80
  343,20180305,    2,  190,   60
  343,20180305,    3,  190,   60
  343,20180305,    4,  190,   60
  343,20180305,    5,  190,   60
  343,20180305,    6,  190,   60
  343,20180305,    7,  180,   60
  343,20180305,    8,  180,   50
  343,20180305,    9,  190,   60
  343,20180305,   10,  190,   60
  343,20180305,   11,  190,   40
  343,20180305,   12,  190,   50
  343,20180305,   13,  190,   50
  343,20180305,   14,  190,   60
  343,20180305,   15,  180,   50
  343,20180305,   16,  150,   40
  343,20180305,   17,  120,   30
  343,20180305,   18,  110,   30
  343,20180305,   19,  120,   30
  343,20180305,   20,  110,   50
  343,20180305,   21,  120,   60
  343,20180305,   22,  120,   40
  343,20180305,   23,  110,   40
  343,20180305,   24,  110,   50
  343,20180306,    1,  130,   40
  343,20180306,    2,  140,   50
  343,20180306,    3,  140,   50
  343,20180306,    4,  140,   30
  343,20180306,    5,  130,   30
  343,20180306,    6,  150,   20
  343,20180306,    7,  140,   20
  343,20180306,    8,  150,   30
  343,20180306,    9,  240,   30
  343,20180306,   10,  200,   30
  343,20180306,   11,  210,   30
  343,20180306,   12,  240,   30
  343,20180306,   13,  260,   40
  343,20180306,   14,  250,   50
  343,20180306,   15,  280,   30
  343,20180306,   16,  300,   30
  343,20180306,   17,  300,   10
  343,20180306,   18,  120,   10
  343,20180306,   19,   70,   10
  343,20180306,   20,   90,   20
  343,20180306,   21,   70,   30
  343,20180306,   22,   70,   20
  343,20180306,   23,   70,   20
  343,20180306,   24,  120,   30
  343,20180307,    1,  130,   30
  343,20180307,    2,  120,   30
  343,20180307,    3,  100,   20
  343,20180307,    4,  150,   30
  343,20180307,    5,  140,   20
  343,20180307,    6,  110,   20
  343,20180307,    7,  140,   20
  343,20180307,    8,  160,   30
  343,20180307,    9,  150,   30
  343,20180307,   10,  170,   40
  343,20180307,   11,  220,   50
  343,20180307,   12,  220,   40
  343,20180307,   13,  210,   20
  343,20180307,   14,  190,   40
  343,20180307,   15,  200,   30
  343,20180307,   16,  260,   30
  343,20180307,   17,  260,   40
  343,20180307,   18,  240,   40
  343,20180307,   19,  270,   50
  343,20180307,   20,  260,   60
  343,20180307,   21,  250,   60
  343,20180307,   22,  240,   50
  343,20180307,   23,  230,   50
  343,20180307,   24,  230,   60
  343,20180308,    1,  230,   70
  343,20180308,    2,  220,   60
  343,20180308,    3,  190,   50
  343,20180308,    4,  180,   50
  343,20180308,    5,  180,   50
  343,20180308,    6,  170,   40
  343,20180308,    7,  170,   40
  343,20180308,    8,  180,   60
  343,20180308,    9,  180,   70
  343,20180308,   10,  190,   80
  343,20180308,   11,  190,   80
  343,20180308,   12,  190,   90
  343,20180308,   13,  220,   90
  343,20180308,   14,  220,   90
  343,20180308,   15,  240,  110
  343,20180308,   16,  240,  110
  343,20180308,   17,  250,  100
  343,20180308,   18,  250,   80
  343,20180308,   19,  240,   70
  343,20180308,   20,  240,   70
  343,20180308,   21,  240,   70
  343,20180308,   22,  230,   70
  343,20180308,   23,  230,   70
  343,20180308,   24,  230,   70
  343,20180309,    1,  230,   70
  343,20180309,    2,  230,   70
  343,20180309,    3,  230,   60
  343,20180309,    4,  240,   60
  343,20180309,    5,  230,   60
  343,20180309,    6,  230,   50
  343,20180309,    7,  230,   40
  343,20180309,    8,  220,   40
  343,20180309,    9,  230,   40
  343,20180309,   10,  200,   30
  343,20180309,   11,  200,   30
  343,20180309,   12,  190,   30
  343,20180309,   13,  190,   30
  343,20180309,   14,  190,   40
  343,20180309,   15,  160,   30
  343,20180309,   16,  140,   30
  343,20180309,   17,  150,   30
  343,20180309,   18,  150,   50
  343,20180309,   19,  130,   50
  343,20180309,   20,  120,   40
  343,20180309,   21,  110,   50
  343,20180309,   22,  140,   40
  343,20180309,   23,  140,   40
  343,20180309,   24,  150,   40
  343,20180310,    1,  140,   40
  343,20180310,    2,  150,   40
  343,20180310,    3,  150,   40
  343,20180310,    4,  180,   30
  343,20180310,    5,  180,   40
  343,20180310,    6,  180,   40
  343,20180310,    7,  180,   40
  343,20180310,    8,  190,   40
  343,20180310,    9,  190,   50
  343,20180310,   10,  190,   70
  343,20180310,   11,  190,   60
  343,20180310,   12,  190,   60
  343,20180310,   13,  190,   60
  343,20180310,   14,  190,   50
  343,20180310,   15,  190,   50
  343,20180310,   16,  180,   50
  343,20180310,   17,  180,   40
  343,20180310,   18,  170,   40
  343,20180310,   19,  190,   40
  343,20180310,   20,  190,   40
  343,20180310,   21,  180,   40
  343,20180310,   22,  190,   40
  343,20180310,   23,  170,   40
  343,20180310,   24,  190,   30
  343,20180311,    1,  170,   30
  343,20180311,    2,  150,   20
  343,20180311,    3,   70,   20
  343,20180311,    4,   50,   20
  343,20180311,    5,   40,   20
  343,20180311,    6,   40,   40
  343,20180311,    7,   90,   50
  343,20180311,    8,  100,   50
  343,20180311,    9,  150,   40
  343,20180311,   10,  290,   50
  343,20180311,   11,  280,   30
  343,20180311,   12,  310,   30
  343,20180311,   13,  210,   30
  343,20180311,   14,  190,   30
  343,20180311,   15,  290,   20
  343,20180311,   16,   80,   10
  343,20180311,   17,   80,   30
  343,20180311,   18,   70,   30
  343,20180311,   19,   80,   30
  343,20180311,   20,  100,   30
  343,20180311,   21,  140,   50
  343,20180311,   22,  180,   40
  343,20180311,   23,  140,   30
  343,20180311,   24,  170,   30
  343,20180312,    1,  170,   20
  343,20180312,    2,  180,   40
  343,20180312,    3,  190,   40
  343,20180312,    4,  190,   40
  343,20180312,    5,  180,   40
  343,20180312,    6,  140,   30
  343,20180312,    7,  140,   40
  343,20180312,    8,  140,   40
  343,20180312,    9,  150,   40
  343,20180312,   10,  170,   40
  343,20180312,   11,  170,   50
  343,20180312,   12,  190,   50
  343,20180312,   13,  170,   60
  343,20180312,   14,  170,   50
  343,20180312,   15,  180,   60
  343,20180312,   16,  190,   50
  343,20180312,   17,  180,   30
  343,20180312,   18,  200,   50
  343,20180312,   19,  190,   50
  343,20180312,   20,  190,   50
  343,20180312,   21,  190,   50
  343,20180312,   22,  200,   50
  343,20180312,   23,  220,   60
  343,20180312,   24,  230,   70
  343,20180313,    1,  220,   70
  343,20180313,    2,  220,   70
  343,20180313,    3,  230,   80
  343,20180313,    4,  260,   70
  343,20180313,    5,  310,   70
  343,20180313,    6,  330,   80
  343,20180313,    7,  330,   90
  343,20180313,    8,  330,   80
  343,20180313,    9,  340,   80
  343,20180313,   10,  340,   80
  343,20180313,   11,  330,   60
  343,20180313,   12,  310,   50
  343,20180313,   13,  310,   60
  343,20180313,   14,  320,   50
  343,20180313,   15,  300,   50
  343,20180313,   16,  290,   60
  343,20180313,   17,  290,   50
  343,20180313,   18,  280,   50
  343,20180313,   19,  270,   40
  343,20180313,   20,  290,   30
  343,20180313,   21,  290,   20
  343,20180313,   22,  240,   20
  343,20180313,   23,  260,   20
  343,20180313,   24,  250,   20
  343,20180314,    1,  230,   20
  343,20180314,    2,  210,   20
  343,20180314,    3,  160,   10
  343,20180314,    4,  170,   20
  343,20180314,    5,  140,   10
  343,20180314,    6,  170,   20
  343,20180314,    7,  170,   20
  343,20180314,    8,  160,   30
  343,20180314,    9,  160,   30
  343,20180314,   10,  140,   30
  343,20180314,   11,  140,   40
  343,20180314,   12,  140,   40
  343,20180314,   13,  140,   50
  343,20180314,   14,  140,   60
  343,20180314,   15,  130,   50
  343,20180314,   16,  120,   50
  343,20180314,   17,  110,   70
  343,20180314,   18,  110,   70
  343,20180314,   19,  100,   70
  343,20180314,   20,  110,   80
  343,20180314,   21,  110,   80
  343,20180314,   22,  110,   80
  343,20180314,   23,  110,   90
  343,20180314,   24,  110,   90
